iter	RMSE
653	0.352026263
654	0.3505871797
655	0.3491539793
656	0.3477266379
657	0.3463051314
658	0.344889436
659	0.3434795281
660	0.3420753838
661	0.3406769796
662	0.3392842922
663	0.337897298
664	0.3365159739
665	0.3351402966
666	0.3337702431
667	0.3324057904
668	0.3310469155
669	0.3296935957
670	0.3283458083
671	0.3270035307
672	0.3256667403
673	0.3243354147
674	0.3230095315
675	0.3216890686
676	0.3203740037
677	0.3190643148
678	0.3177599799
679	0.3164609771
680	0.3151672847
681	0.3138788808
682	0.312595744
683	0.3113178526
684	0.3100451852
685	0.3087777206
686	0.3075154373
687	0.3062583142
688	0.3050063302
689	0.3037594643
690	0.3025176957
691	0.3012810034
692	0.3000493666
693	0.2988227648
694	0.2976011774
695	0.2963845838
696	0.2951729637
697	0.2939662966
698	0.2927645624
699	0.2915677409
700	0.290375812
701	0.2891887557
702	0.2880065521
703	0.2868291813
704	0.2856566236
705	0.2844888594
706	0.2833258689
707	0.2821676328
708	0.2810141316
709	0.2798653458
710	0.2787212563
711	0.2775818438
712	0.2764470893
713	0.2753169736
714	0.2741914778
715	0.2730705831
716	0.2719542705
717	0.2708425215
718	0.2697353173
719	0.2686326393
720	0.2675344691
721	0.2664407882
722	0.2653515783
723	0.2642668211
724	0.2631864983
725	0.2621105919
726	0.2610390839
727	0.2599719561
728	0.2589091908
729	0.25785077
730	0.2567966761
731	0.2557468913
732	0.254701398
733	0.2536601787
734	0.2526232159
735	0.2515904922
736	0.2505619903
737	0.2495376929
738	0.2485175829
739	0.247501643
740	0.2464898563
741	0.2454822058
742	0.2444786745
743	0.2434792457
744	0.2424839026
745	0.2414926284
746	0.2405054066
747	0.2395222205
748	0.2385430537
749	0.2375678897
750	0.2365967122
751	0.2356295048
752	0.2346662514
753	0.2337069358
754	0.2327515419
755	0.2318000536
756	0.230852455
757	0.2299087302
758	0.2289688633
759	0.2280328386
760	0.2271006404
761	0.226172253
762	0.2252476608
763	0.2243268484
764	0.2234098002
765	0.222496501
766	0.2215869353
767	0.2206810879
768	0.2197789437
769	0.2188804874
770	0.2179857039
771	0.2170945784
772	0.2162070958
773	0.2153232412
774	0.2144429998
775	0.2135663568
776	0.2126932976
777	0.2118238074
778	0.2109578717
779	0.2100954759
780	0.2092366056
781	0.2083812464
782	0.2075293839
783	0.2066810038
784	0.2058360918
785	0.2049946339
786	0.2041566159
787	0.2033220236
788	0.2024908432
789	0.2016630607
790	0.2008386621
791	0.2000176337
792	0.1991999616
793	0.1983856322
794	0.1975746317
795	0.1967669466
796	0.1959625634
797	0.1951614684
798	0.1943636483
799	0.1935690898
800	0.1927777793
801	0.1919897038
802	0.1912048499
803	0.1904232045
804	0.1896447544
805	0.1888694867
806	0.1880973882
807	0.1873284461
808	0.1865626475
809	0.1857999794
810	0.1850404291
811	0.1842839838
812	0.1835306309
813	0.1827803577
814	0.1820331516
815	0.1812890001
816	0.1805478907
817	0.1798098109
818	0.1790747484
819	0.1783426909
820	0.1776136259
821	0.1768875415
822	0.1761644252
823	0.175444265
824	0.1747270489
825	0.1740127647
826	0.1733014006
827	0.1725929445
828	0.1718873845
829	0.1711847089
830	0.1704849058
831	0.1697879635
832	0.1690938703
833	0.1684026146
834	0.1677141847
835	0.1670285692
836	0.1663457564
837	0.1656657349
838	0.1649884934
839	0.1643140205
840	0.1636423048
841	0.162973335
842	0.1623071001
843	0.1616435887
844	0.1609827897
845	0.160324692
846	0.1596692847
847	0.1590165567
848	0.158366497
849	0.1577190948
850	0.1570743391
851	0.1564322193
852	0.1557927244
853	0.1551558437
854	0.1545215666
855	0.1538898825
856	0.1532607806
857	0.1526342506
858	0.1520102818
859	0.1513888638
860	0.1507699861
861	0.1501536384
862	0.1495398103
863	0.1489284916
864	0.1483196719
865	0.1477133411
866	0.147109489
867	0.1465081054
868	0.1459091803
869	0.1453127036
870	0.1447186653
871	0.1441270554
872	0.143537864
873	0.1429510812
874	0.1423666972
875	0.1417847021
876	0.1412050863
877	0.1406278399
878	0.1400529533
879	0.1394804168
880	0.1389102209
881	0.1383423559
882	0.1377768124
883	0.1372135808
884	0.1366526517
885	0.1360940157
886	0.1355376633
887	0.1349835854
888	0.1344317725
889	0.1338822154
890	0.1333349049
891	0.1327898318
892	0.132246987
893	0.1317063613
894	0.1311679457
895	0.1306317312
896	0.1300977087
897	0.1295658693
898	0.129036204
899	0.128508704
900	0.1279833604
901	0.1274601645
902	0.1269391073
903	0.1264201803
904	0.1259033746
905	0.1253886816
906	0.1248760927
907	0.1243655992
908	0.1238571926
909	0.1233508644
910	0.1228466061
911	0.1223444092
912	0.1218442653
913	0.1213461659
914	0.1208501028
915	0.1203560676
916	0.119864052
917	0.1193740478
918	0.1188860467
919	0.1184000405
920	0.1179160212
921	0.1174339805
922	0.1169539104
923	0.1164758028
924	0.1159996497
925	0.1155254432
926	0.1150531752
927	0.1145828378
928	0.1141144231
929	0.1136479234
930	0.1131833307
931	0.1127206372
932	0.1122598353
933	0.1118009171
934	0.1113438749
935	0.1108887012
936	0.1104353882
937	0.1099839283
938	0.109534314
939	0.1090865378
940	0.108640592
941	0.1081964693
942	0.1077541621
943	0.1073136631
944	0.1068749649
945	0.10643806
946	0.1060029412
947	0.1055696012
948	0.1051380327
949	0.1047082284
950	0.1042801812
951	0.1038538838
952	0.1034293292
953	0.1030065101
954	0.1025854195
955	0.1021660503
956	0.1017483955
957	0.101332448
958	0.100918201
959	0.1005056474
960	0.1000947803
961	0.09968559286
962	0.09927807816
963	0.09887222939
964	0.09846803972
965	0.09806550238
966	0.09766461061
967	0.09726535769
968	0.09686773692
969	0.09647174162
970	0.09607736514
971	0.09568460088
972	0.09529344224
973	0.09490388265
974	0.09451591559
975	0.09412953453
976	0.093744733
977	0.09336150454
978	0.09297984272
979	0.09259974113
980	0.09222119339
981	0.09184419316
982	0.0914687341
983	0.09109480993
984	0.09072241435
985	0.09035154113
986	0.08998218403
987	0.08961433687
988	0.08924799347
989	0.08888314768
990	0.08851979337
991	0.08815792447
992	0.08779753488
993	0.08743861856
994	0.08708116949
995	0.08672518168
996	0.08637064914
997	0.08601756594
998	0.08566592613
999	0.08531572383
